TIMESTAMP,SAMPLES_ECG1,SAMPLES_SAT,SAMPLES_ABP,RATE_ECG1,RATE_SAT,RATE_ABP
'2015-01-10T17:21:31.680',0.63,2.003,49.528,,,
'2015-01-10T17:21:31.688',0.635,1.999,49.039,,,
'2015-01-10T17:21:31.696',0.635,1.993,48.502,,,
'2015-01-10T17:21:31.704',0.64,1.983,47.965,,,
'2015-01-10T17:21:31.712',0.64,1.972,47.428,,,
'2015-01-10T17:21:31.720',0.65,1.959,46.988,,,
'2015-01-10T17:21:31.728',0.66,1.944,46.548,,,
'2015-01-10T17:21:31.736',0.66,1.927,46.158,,,
'2015-01-10T17:21:31.744',0.66,1.907,45.816,,,
'2015-01-10T17:21:31.752',0.665,1.888,45.425,,,
'2015-01-10T17:21:31.760',0.655,1.869,44.937,,,
'2015-01-10T17:21:31.768',0.66,1.849,44.35,,,
'2015-01-10T17:21:31.776',0.67,1.832,43.715,,,
'2015-01-10T17:21:31.784',0.67,1.814,43.178,,,
'2015-01-10T17:21:31.792',0.67,1.796,42.592,,,
'2015-01-10T17:21:31.800',0.68,1.776,42.348,,,
'2015-01-10T17:21:31.808',0.7,1.758,42.494,,,
'2015-01-10T17:21:31.816',0.73,1.741,43.471,,,
'2015-01-10T17:21:31.824',0.755,1.723,46.06,,,
'2015-01-10T17:21:31.832',0.8,1.709,50.749,,,
'2015-01-10T17:21:31.840',0.85,1.695,57.441,,,
'2015-01-10T17:21:31.848',0.891,1.68,65.402,,,
'2015-01-10T17:21:31.856',0.925,1.667,73.559,,,
'2015-01-10T17:21:31.864',0.97,1.653,80.886,,,
'2015-01-10T17:21:31.872',0.996,1.64,86.747,,,
'2015-01-10T17:21:31.880',1.025,1.629,91.289,,,
'2015-01-10T17:21:31.888',1.041,1.618,94.757,,,
'2015-01-10T17:21:31.896',1.005,1.607,97.542,,,
'2015-01-10T17:21:31.904',0.98,1.595,99.984,,,
'2015-01-10T17:21:31.912',0.95,1.585,102.279,,,
'2015-01-10T17:21:31.920',0.93,1.573,104.575,,,
'2015-01-10T17:21:31.928',0.9,1.562,106.627,,,
'2015-01-10T17:21:31.936',0.885,1.552,108.287,,,
'2015-01-10T17:21:31.944',0.885,1.54,109.557,,,
'2015-01-10T17:21:31.952',0.885,1.525,110.436,,,
'2015-01-10T17:21:31.960',0.891,1.508,110.925,,,
'2015-01-10T17:21:31.968',0.885,1.494,111.12,,,
'2015-01-10T17:21:31.976',0.891,1.482,111.071,,,
'2015-01-10T17:21:31.984',0.9,1.474,110.876,,,
'2015-01-10T17:21:31.992',0.895,1.468,110.485,,,
'2015-01-10T17:21:32.000',0.891,1.462,109.801,,,
'2015-01-10T17:21:32.008',0.905,1.457,108.727,,,
'2015-01-10T17:21:32.016',0.895,1.453,107.31,,,
'2015-01-10T17:21:32.024',0.905,1.446,105.503,,,
'2015-01-10T17:21:32.032',0.9,1.439,103.549,,,
'2015-01-10T17:21:32.040',0.93,1.431,101.449,,,
'2015-01-10T17:21:32.048',0.945,1.421,99.251,,,
'2015-01-10T17:21:32.056',0.97,1.413,97.004,,,
'2015-01-10T17:21:32.064',0.99,1.405,94.562,,,
'2015-01-10T17:21:32.072',0.985,1.399,91.973,,,
'2015-01-10T17:21:32.080',1,1.395,89.043,,,
'2015-01-10T17:21:32.088',1,1.394,85.819,,,
'2015-01-10T17:21:32.096',1.015,1.396,82.253,,,
'2015-01-10T17:21:32.104',1.01,1.399,78.346,,,
'2015-01-10T17:21:32.112',1.041,1.405,74.487,,,
'2015-01-10T17:21:32.120',1,1.413,70.824,,,
'2015-01-10T17:21:32.128',0.94,1.423,67.6,,,
'2015-01-10T17:21:32.136',0.885,1.434,65.06,,,
'2015-01-10T17:21:32.144',0.88,1.447,63.155,,,
'2015-01-10T17:21:32.152',0.86,1.461,61.788,,,
'2015-01-10T17:21:32.160',0.845,1.478,60.811,,,
'2015-01-10T17:21:32.168',0.85,1.499,60.029,,,
'2015-01-10T17:21:32.176',0.855,1.521,59.443,,,
'2015-01-10T17:21:32.184',0.86,1.545,58.759,,,
'2015-01-10T17:21:32.192',0.865,1.572,58.124,,,
'2015-01-10T17:21:32.200',0.845,1.599,57.489,,,
'2015-01-10T17:21:32.208',0.835,1.629,56.903,,,
'2015-01-10T17:21:32.216',0.855,1.659,56.415,,,
'2015-01-10T17:21:32.224',0.86,1.69,55.926,,,
'2015-01-10T17:21:32.232',0.85,1.716,55.536,,,
'2015-01-10T17:21:32.240',0.8,1.738,55.096,,,
'2015-01-10T17:21:32.248',0.99,1.762,54.754,,,
'2015-01-10T17:21:32.256',1.501,1.788,54.363,,,
'2015-01-10T17:21:32.264',1.501,1.813,53.924,,,
'2015-01-10T17:21:32.272',1.501,1.837,53.484,,,
'2015-01-10T17:21:32.280',1.501,1.857,53.045,,,
'2015-01-10T17:21:32.288',0.965,1.876,52.605,,,
'2015-01-10T17:21:32.296',0.715,1.892,52.117,,,
'2015-01-10T17:21:32.304',0.65,1.907,51.677,,,
'2015-01-10T17:21:32.312',0.65,1.921,51.237,,,
'2015-01-10T17:21:32.320',0.66,1.933,50.749,,,
'2015-01-10T17:21:32.328',0.65,1.938,50.309,,,
'2015-01-10T17:21:32.336',0.655,1.94,49.723,,,
'2015-01-10T17:21:32.344',0.66,1.938,49.235,,,
'2015-01-10T17:21:32.352',0.675,1.933,48.746,,,
'2015-01-10T17:21:32.360',0.665,1.923,48.258,,,
'2015-01-10T17:21:32.368',0.67,1.912,47.721,,,
'2015-01-10T17:21:32.376',0.67,1.9,47.281,,,
'2015-01-10T17:21:32.384',0.67,1.888,46.841,,,
'2015-01-10T17:21:32.392',0.67,1.874,46.402,,,
'2015-01-10T17:21:32.400',0.685,1.858,45.962,,,
'2015-01-10T17:21:32.408',0.695,1.843,45.571,,,
'2015-01-10T17:21:32.416',0.685,1.826,45.034,,,
'2015-01-10T17:21:32.424',0.68,1.809,44.546,,,
'2015-01-10T17:21:32.432',0.69,1.793,44.057,,,
'2015-01-10T17:21:32.440',0.695,1.777,43.569,,,
'2015-01-10T17:21:32.448',0.685,1.761,42.983,,,
'2015-01-10T17:21:32.456',0.695,1.745,42.494,,,
'2015-01-10T17:21:32.464',0.695,1.728,41.908,,,
'2015-01-10T17:21:32.472',0.705,1.711,41.566,,,
'2015-01-10T17:21:32.480',0.735,1.694,41.371,,,
'2015-01-10T17:21:32.488',0.745,1.676,41.81,,,
'2015-01-10T17:21:32.496',0.78,1.661,43.178,,,
'2015-01-10T17:21:32.504',0.82,1.644,46.255,,,
'2015-01-10T17:21:32.512',0.865,1.629,51.433,,,
'2015-01-10T17:21:32.520',0.905,1.614,58.466,,,
'2015-01-10T17:21:32.528',0.96,1.6,66.623,,,
'2015-01-10T17:21:32.536',1.015,1.589,74.683,,,
'2015-01-10T17:21:32.544',1.07,1.578,81.863,,,
'2015-01-10T17:21:32.552',1.11,1.565,87.626,,,
'2015-01-10T17:21:32.560',1.11,1.553,92.12,,,
'2015-01-10T17:21:32.568',1.11,1.541,95.49,,,
'2015-01-10T17:21:32.576',1.095,1.527,98.323,,,
'2015-01-10T17:21:32.584',1.061,1.514,100.863,,,
'2015-01-10T17:21:32.592',1.015,1.501,103.305,,,
'2015-01-10T17:21:32.600',1.005,1.489,105.601,,,
'2015-01-10T17:21:32.608',1.015,1.478,107.701,,,
'2015-01-10T17:21:32.616',0.985,1.47,109.362,,,
'2015-01-10T17:21:32.624',0.92,1.462,110.632,,,
'2015-01-10T17:21:32.632',0.885,1.457,111.413,,,
'2015-01-10T17:21:32.640',0.875,1.452,111.951,,,
'2015-01-10T17:21:32.648',0.88,1.445,112.048,,,
'2015-01-10T17:21:32.656',0.86,1.437,111.804,,,
'2015-01-10T17:21:32.664',0.86,1.429,111.316,,,
'2015-01-10T17:21:32.672',0.86,1.42,110.534,,,
'2015-01-10T17:21:32.680',0.87,1.412,109.508,,,
'2015-01-10T17:21:32.688',0.875,1.404,108.238,,,
'2015-01-10T17:21:32.696',0.88,1.395,106.675,,,
'2015-01-10T17:21:32.704',0.885,1.385,105.015,,,
'2015-01-10T17:21:32.712',0.88,1.374,103.159,,,
'2015-01-10T17:21:32.720',0.885,1.364,101.254,,,
'2015-01-10T17:21:32.728',0.891,1.356,99.056,,,
'2015-01-10T17:21:32.736',0.885,1.35,96.662,,,
'2015-01-10T17:21:32.744',0.9,1.345,93.976,,,
'2015-01-10T17:21:32.752',0.91,1.342,91.045,,,
'2015-01-10T17:21:32.760',0.9,1.341,87.919,,,
'2015-01-10T17:21:32.768',0.905,1.34,84.5,,,
'2015-01-10T17:21:32.776',0.825,1.341,80.886,,,
'2015-01-10T17:21:32.784',1.075,1.343,76.978,,,
'2015-01-10T17:21:32.792',1.501,1.347,73.217,,,
'2015-01-10T17:21:32.800',1.501,1.353,69.847,,,
'2015-01-10T17:21:32.808',1.501,1.362,66.965,,,
'2015-01-10T17:21:32.816',1.501,1.375,64.865,,,
'2015-01-10T17:21:32.824',1.09,1.393,63.253,,,
'2015-01-10T17:21:32.832',0.8,1.41,62.032,,,
'2015-01-10T17:21:32.840',0.69,1.429,61.104,,,
'2015-01-10T17:21:32.848',0.65,1.453,60.322,,,
'2015-01-10T17:21:32.856',0.655,1.478,59.541,,,
'2015-01-10T17:21:32.864',0.645,1.506,58.906,,,
'2015-01-10T17:21:32.872',0.65,1.538,58.369,,,
'2015-01-10T17:21:32.880',0.63,1.57,57.782,,,
'2015-01-10T17:21:32.888',0.625,1.601,57.294,,,
'2015-01-10T17:21:32.896',0.63,1.631,56.903,,,
'2015-01-10T17:21:32.904',0.635,1.662,56.464,,,
'2015-01-10T17:21:32.912',0.63,1.691,56.122,,,
'2015-01-10T17:21:32.920',0.635,1.72,55.682,,,
'2015-01-10T17:21:32.928',0.625,1.743,55.194,,,
'2015-01-10T17:21:32.936',0.635,1.763,54.656,,,
'2015-01-10T17:21:32.944',0.63,1.786,54.07,,,
'2015-01-10T17:21:32.952',0.64,1.809,53.435,,,
'2015-01-10T17:21:32.960',0.63,1.831,52.8,,,
'2015-01-10T17:21:32.968',0.625,1.849,52.165,,,
'2015-01-10T17:21:32.976',0.625,1.867,51.53,,,
'2015-01-10T17:21:32.984',0.635,1.881,50.944,,,
'2015-01-10T17:21:32.992',0.645,1.891,50.309,,,
'2015-01-10T17:21:33.000',0.645,1.898,49.723,,,
'2015-01-10T17:21:33.008',0.655,1.995,49.088,,,
'2015-01-10T17:21:33.016',0.675,2.134,48.697,,,
'2015-01-10T17:21:33.024',0.695,2.2,48.551,,,
'2015-01-10T17:21:33.032',0.74,2.229,49.088,,,
'2015-01-10T17:21:33.040',0.785,2.237,51.091,,,
'2015-01-10T17:21:33.048',0.835,2.233,54.998,,,
'2015-01-10T17:21:33.056',0.87,2.225,61.055,,,
'2015-01-10T17:21:33.064',0.93,2.215,68.724,,,
'2015-01-10T17:21:33.072',0.99,2.201,77.125,,,
'2015-01-10T17:21:33.080',1.025,2.184,84.94,,,
'2015-01-10T17:21:33.088',1.035,2.161,91.289,,,
'2015-01-10T17:21:33.096',1.021,2.137,95.783,,,
'2015-01-10T17:21:33.104',0.996,2.11,98.811,,,
'2015-01-10T17:21:33.112',0.96,2.083,100.716,,,
'2015-01-10T17:21:33.120',0.925,2.058,102.133,,,
'2015-01-10T17:21:33.128',0.895,2.035,103.305,,,
'2015-01-10T17:21:33.136',0.87,2.015,104.429,,,
'2015-01-10T17:21:33.144',0.86,1.994,105.405,,,
'2015-01-10T17:21:33.152',0.86,1.975,106.138,,,
'2015-01-10T17:21:33.160',0.855,1.956,106.529,,,
'2015-01-10T17:21:33.168',0.86,1.937,106.627,,,
'2015-01-10T17:21:33.176',0.845,1.918,106.431,,,
'2015-01-10T17:21:33.184',0.85,1.898,105.992,,,
'2015-01-10T17:21:33.192',0.85,1.879,105.405,,,
'2015-01-10T17:21:33.200',0.86,1.857,104.575,,,
'2015-01-10T17:21:33.208',0.87,1.835,103.452,,,
'2015-01-10T17:21:33.216',0.88,1.812,101.889,,,
'2015-01-10T17:21:33.224',0.885,1.792,100.033,,,
'2015-01-10T17:21:33.232',0.88,1.776,97.981,,,
'2015-01-10T17:21:33.240',0.885,1.761,95.637,,,
'2015-01-10T17:21:33.248',0.875,1.747,92.999,,,
'2015-01-10T17:21:33.256',0.885,1.732,90.068,,,
'2015-01-10T17:21:33.264',0.87,1.717,86.845,,,
'2015-01-10T17:21:33.272',0.875,1.706,83.23,,,
'2015-01-10T17:21:33.280',0.86,1.697,79.42,,,
'2015-01-10T17:21:33.288',0.855,1.69,75.415,,,
'2015-01-10T17:21:33.296',0.86,1.684,71.605,,,
'2015-01-10T17:21:33.304',0.86,1.678,68.089,,,
'2015-01-10T17:21:33.312',0.855,1.673,65.256,,,
'2015-01-10T17:21:33.320',0.845,1.67,63.009,,,
'2015-01-10T17:21:33.328',0.855,1.671,61.348,,,
'2015-01-10T17:21:33.336',0.855,1.675,60.322,,,
'2015-01-10T17:21:33.344',0.84,1.685,59.59,,,
'2015-01-10T17:21:33.352',0.85,1.7,59.15,,,
'2015-01-10T17:21:33.360',0.855,1.721,58.808,,,
'2015-01-10T17:21:33.368',0.845,1.75,58.417,,,
'2015-01-10T17:21:33.376',0.845,1.781,57.978,,,
'2015-01-10T17:21:33.384',0.86,1.814,57.587,,,
'2015-01-10T17:21:33.392',0.88,1.847,57.245,,,
'2015-01-10T17:21:33.400',0.9,1.877,56.854,,,
'2015-01-10T17:21:33.408',0.92,1.908,56.415,,,
'2015-01-10T17:21:33.416',0.92,1.941,55.975,,,
'2015-01-10T17:21:33.424',0.91,1.971,55.487,,,
'2015-01-10T17:21:33.432',0.92,2,55.047,,,
'2015-01-10T17:21:33.440',0.925,2.03,54.51,,,
'2015-01-10T17:21:33.448',0.94,2.061,53.924,,,
'2015-01-10T17:21:33.456',0.965,2.09,53.289,,,
'2015-01-10T17:21:33.464',0.92,2.116,52.752,,,
'2015-01-10T17:21:33.472',0.84,2.141,52.165,,,
'2015-01-10T17:21:33.480',0.805,2.164,51.677,,,
'2015-01-10T17:21:33.488',0.79,2.185,51.189,,,
'2015-01-10T17:21:33.496',0.785,2.201,50.749,,,
'2015-01-10T17:21:33.504',0.775,2.214,50.212,,,
'2015-01-10T17:21:33.512',0.78,2.222,49.821,,,
'2015-01-10T17:21:33.520',0.79,2.224,49.284,,,
'2015-01-10T17:21:33.528',0.79,2.221,48.844,,,
'2015-01-10T17:21:33.536',0.79,2.213,48.356,,,
'2015-01-10T17:21:33.544',0.79,2.203,47.916,,,
'2015-01-10T17:21:33.552',0.795,2.191,47.476,,,
'2015-01-10T17:21:33.560',0.79,2.174,47.134,,,
'2015-01-10T17:21:33.568',0.765,2.155,46.744,,,
'2015-01-10T17:21:33.576',0.725,2.136,46.353,,,
'2015-01-10T17:21:33.584',1.296,2.117,45.962,,,
'2015-01-10T17:21:33.592',1.501,2.098,45.62,,,
'2015-01-10T17:21:33.600',1.501,2.078,45.23,,,
'2015-01-10T17:21:33.608',1.501,2.06,44.937,,,
'2015-01-10T17:21:33.616',1.146,2.042,44.595,,,
'2015-01-10T17:21:33.624',0.7,2.025,44.35,,,
'2015-01-10T17:21:33.632',0.58,2.009,44.155,,,
'2015-01-10T17:21:33.640',0.56,1.987,44.008,,,
'2015-01-10T17:21:33.648',0.575,1.962,43.813,,,
'2015-01-10T17:21:33.656',0.565,1.935,43.618,,,
'2015-01-10T17:21:33.664',0.555,1.908,43.422,,,
'2015-01-10T17:21:33.672',0.555,1.885,43.227,,,
'2015-01-10T17:21:33.680',0.57,1.864,42.983,,,
'2015-01-10T17:21:33.688',0.56,1.847,42.739,,,
'2015-01-10T17:21:33.696',0.555,1.833,42.348,,,
'2015-01-10T17:21:33.704',0.57,1.818,42.055,,,
'2015-01-10T17:21:33.712',0.575,1.803,41.81,,,
'2015-01-10T17:21:33.720',0.58,1.787,41.566,,,
'2015-01-10T17:21:33.728',0.58,1.773,41.371,,,
'2015-01-10T17:21:33.736',0.565,1.76,41.176,,,
'2015-01-10T17:21:33.744',0.56,1.744,41.029,,,
'2015-01-10T17:21:33.752',0.58,1.729,40.931,,,
'2015-01-10T17:21:33.760',0.595,1.715,40.785,,,
'2015-01-10T17:21:33.768',0.6,1.7,40.541,,,
'2015-01-10T17:21:33.776',0.585,1.686,40.15,,,
'2015-01-10T17:21:33.784',0.58,1.671,39.759,,,
'2015-01-10T17:21:33.792',0.58,1.654,39.222,,,
'2015-01-10T17:21:33.800',0.6,1.636,38.88,,,
'2015-01-10T17:21:33.808',0.605,1.623,38.733,,,
'2015-01-10T17:21:33.816',0.62,1.611,39.319,,,
'2015-01-10T17:21:33.824',0.64,1.602,41.224,,,
'2015-01-10T17:21:33.832',0.675,1.596,45.376,,,
'2015-01-10T17:21:33.840',0.705,1.589,52.068,,,
'2015-01-10T17:21:33.848',0.745,1.58,60.811,,,
'2015-01-10T17:21:33.856',0.77,1.568,70.482,,,
'2015-01-10T17:21:33.864',0.81,1.553,79.665,,,
'2015-01-10T17:21:33.872',0.845,1.538,87.528,,,
'2015-01-10T17:21:33.880',0.891,1.525,93.732,,,
'2015-01-10T17:21:33.888',0.915,1.516,98.47,,,
'2015-01-10T17:21:33.896',0.95,1.508,102.426,,,
'2015-01-10T17:21:33.904',0.97,1.501,106.138,,,
'2015-01-10T17:21:33.912',0.965,1.496,109.753,,,
'2015-01-10T17:21:33.920',0.94,1.49,113.318,,,
'2015-01-10T17:21:33.928',0.925,1.485,116.542,,,
'2015-01-10T17:21:33.936',0.9,1.483,119.228,,,
'2015-01-10T17:21:33.944',0.885,1.477,121.28,,,
'2015-01-10T17:21:33.952',0.875,1.469,122.55,,,
'2015-01-10T17:21:33.960',0.86,1.46,123.185,,,
'2015-01-10T17:21:33.968',0.86,1.454,123.185,,,
'2015-01-10T17:21:33.976',0.855,1.447,122.794,,,
'2015-01-10T17:21:33.984',0.86,1.441,122.061,,,
'2015-01-10T17:21:33.992',0.86,1.436,121.035,,,
'2015-01-10T17:21:34.000',0.86,1.431,119.668,,,
'2015-01-10T17:21:34.008',0.865,1.422,118.056,,,
'2015-01-10T17:21:34.016',0.855,1.413,116.2,,,
'2015-01-10T17:21:34.024',0.87,1.405,114.1,,,
'2015-01-10T17:21:34.032',0.88,1.398,111.804,,,
'2015-01-10T17:21:34.040',0.86,1.39,109.362,,,
'2015-01-10T17:21:34.048',0.87,1.383,106.724,,,
'2015-01-10T17:21:34.056',0.875,1.378,103.94,,,
'2015-01-10T17:21:34.064',0.87,1.376,101.058,,,
'2015-01-10T17:21:34.072',0.88,1.375,97.981,,,
'2015-01-10T17:21:34.080',0.885,1.374,94.757,,,
'2015-01-10T17:21:34.088',0.91,1.374,91.241,,,
'2015-01-10T17:21:34.096',0.935,1.374,87.528,,,
'2015-01-10T17:21:34.104',0.95,1.377,83.621,,,
'2015-01-10T17:21:34.112',0.956,1.384,79.616,,,
'2015-01-10T17:21:34.120',0.95,1.395,75.659,,,
'2015-01-10T17:21:34.128',0.96,1.409,72.094,,,
'2015-01-10T17:21:34.136',0.945,1.426,68.968,,,
'2015-01-10T17:21:34.144',0.96,1.448,66.623,,,
'2015-01-10T17:21:34.152',0.99,1.473,64.865,,,
'2015-01-10T17:21:34.160',0.965,1.502,63.693,,,
'2015-01-10T17:21:34.168',0.885,1.538,62.862,,,
'2015-01-10T17:21:34.176',0.83,1.579,62.227,,,
'2015-01-10T17:21:34.184',0.815,1.624,61.592,,,
'2015-01-10T17:21:34.192',0.81,1.671,61.006,,,
'2015-01-10T17:21:34.200',0.8,1.721,60.371,,,
'2015-01-10T17:21:34.208',0.795,1.774,59.736,,,
'2015-01-10T17:21:34.216',0.81,1.827,59.101,,,
'2015-01-10T17:21:34.224',0.815,1.872,58.466,,,
'2015-01-10T17:21:34.232',0.795,1.912,57.88,,,
'2015-01-10T17:21:34.240',0.79,1.953,57.294,,,
'2015-01-10T17:21:34.248',0.79,1.992,56.806,,,
'2015-01-10T17:21:34.256',0.805,2.029,56.219,,,
'2015-01-10T17:21:34.264',0.8,2.065,55.731,,,
'2015-01-10T17:21:34.272',0.785,2.101,55.243,,,
'2015-01-10T17:21:34.280',0.735,2.136,54.754,,,
'2015-01-10T17:21:34.288',0.976,2.169,54.168,,,
'2015-01-10T17:21:34.296',1.501,2.197,53.68,,,
'2015-01-10T17:21:34.304',1.501,2.222,53.093,,,
'2015-01-10T17:21:34.312',1.501,2.244,52.654,,,
'2015-01-10T17:21:34.320',1.501,2.264,52.312,,,
'2015-01-10T17:21:34.328',0.891,2.279,51.921,,,
'2015-01-10T17:21:34.336',0.65,2.288,51.53,,,
'2015-01-10T17:21:34.344',0.59,2.296,51.237,,,
'2015-01-10T17:21:34.352',0.585,2.299,50.944,,,
'2015-01-10T17:21:34.360',0.595,2.294,50.602,,,
'2015-01-10T17:21:34.368',0.575,2.283,50.212,,,
'2015-01-10T17:21:34.376',0.57,2.269,49.87,,,
'2015-01-10T17:21:34.384',0.58,2.252,49.479,,,
'2015-01-10T17:21:34.392',0.58,2.235,49.039,,,
'2015-01-10T17:21:34.400',0.59,2.22,48.551,,,
'2015-01-10T17:21:34.408',0.6,2.204,47.965,,,
'2015-01-10T17:21:34.416',0.595,2.185,47.428,,,
'2015-01-10T17:21:34.424',0.6,2.165,46.939,,,
'2015-01-10T17:21:34.432',0.6,2.145,46.402,,,
'2015-01-10T17:21:34.440',0.6,2.123,46.06,,,
'2015-01-10T17:21:34.448',0.595,2.1,45.669,,,
'2015-01-10T17:21:34.456',0.61,2.074,45.425,,,
'2015-01-10T17:21:34.464',0.615,2.051,45.034,,,
'2015-01-10T17:21:34.472',0.61,2.028,44.692,,,
'2015-01-10T17:21:34.480',0.615,2.007,44.253,,,
'2015-01-10T17:21:34.488',0.6,1.986,43.667,,,
'2015-01-10T17:21:34.496',0.605,1.966,43.178,,,
'2015-01-10T17:21:34.504',0.62,1.945,42.592,,,
'2015-01-10T17:21:34.512',0.615,1.925,42.152,,,
'2015-01-10T17:21:34.520',0.64,1.903,42.055,,,
'2015-01-10T17:21:34.528',0.665,1.884,42.543,,,
'2015-01-10T17:21:34.536',0.67,1.865,44.155,,,
'2015-01-10T17:21:34.544',0.715,1.848,47.721,,,
'2015-01-10T17:21:34.552',0.77,1.83,53.435,,,
'2015-01-10T17:21:34.560',0.805,1.812,61.055,,,
'2015-01-10T17:21:34.568',0.86,1.795,69.554,,,
'2015-01-10T17:21:34.576',0.88,1.777,77.809,,,
'2015-01-10T17:21:34.584',0.925,1.761,84.989,,,
'2015-01-10T17:21:34.592',0.96,1.745,90.655,,,
'2015-01-10T17:21:34.600',0.976,1.728,95.05,,,
'2015-01-10T17:21:34.608',0.96,1.713,98.421,,,
'2015-01-10T17:21:34.616',0.935,1.699,101.351,,,
'2015-01-10T17:21:34.624',0.91,1.69,104.233,,,
'2015-01-10T17:21:34.632',0.885,1.681,107.066,,,
'2015-01-10T17:21:34.640',0.86,1.67,109.753,,,
'2015-01-10T17:21:34.648',0.835,1.658,112.195,,,
'2015-01-10T17:21:34.656',0.83,1.644,114.246,,,
'2015-01-10T17:21:34.664',0.825,1.63,115.858,,,
'2015-01-10T17:21:34.672',0.82,1.618,116.981,,,
'2015-01-10T17:21:34.680',0.825,1.607,117.568,,,
'2015-01-10T17:21:34.688',0.82,1.597,117.763,,,
'2015-01-10T17:21:34.696',0.83,1.587,117.568,,,
'2015-01-10T17:21:34.704',0.83,1.576,117.03,,,
'2015-01-10T17:21:34.712',0.825,1.564,116.298,,,
'2015-01-10T17:21:34.720',0.83,1.553,115.37,,,
'2015-01-10T17:21:34.728',0.825,1.544,114.197,,,
'2015-01-10T17:21:34.736',0.84,1.536,112.781,,,
'2015-01-10T17:21:34.744',0.835,1.526,111.169,,,
'2015-01-10T17:21:34.752',0.845,1.518,109.362,,,
'2015-01-10T17:21:34.760',0.85,1.509,107.261,,,
'2015-01-10T17:21:34.768',0.845,1.5,104.917,,,
'2015-01-10T17:21:34.776',0.891,1.494,102.377,,,
'2015-01-10T17:21:34.784',0.915,1.487,99.593,,,
'2015-01-10T17:21:34.792',0.925,1.481,96.662,,,
'2015-01-10T17:21:34.800',0.92,1.477,93.536,,,
'2015-01-10T17:21:34.808',0.935,1.475,90.117,,,
'2015-01-10T17:21:34.816',0.935,1.474,86.356,,,
'2015-01-10T17:21:34.824',0.93,1.476,82.351,,,
'2015-01-10T17:21:34.832',0.956,1.483,78.199,,,
'2015-01-10T17:21:34.840',0.976,1.494,74.194,,,
'2015-01-10T17:21:34.848',0.925,1.507,70.531,,,
'2015-01-10T17:21:34.856',0.865,1.523,67.6,,,
'2015-01-10T17:21:34.864',0.81,1.543,65.402,,,
'2015-01-10T17:21:34.872',0.8,1.567,63.839,,,
'2015-01-10T17:21:34.880',0.8,1.594,62.813,,,
'2015-01-10T17:21:34.888',0.795,1.628,62.032,,,
'2015-01-10T17:21:34.896',0.805,1.663,61.446,,,
'2015-01-10T17:21:34.904',0.79,1.7,60.811,,,
'2015-01-10T17:21:34.912',0.795,1.742,60.322,,,
'2015-01-10T17:21:34.920',0.79,1.786,59.736,,,
'2015-01-10T17:21:34.928',0.795,1.824,59.15,,,
'2015-01-10T17:21:34.936',0.805,1.857,58.759,,,
'2015-01-10T17:21:34.944',0.795,1.892,58.32,,,
'2015-01-10T17:21:34.952',0.805,1.927,57.929,,,
'2015-01-10T17:21:34.960',0.79,1.958,57.489,,,
'2015-01-10T17:21:34.968',0.74,1.988,57.05,,,
'2015-01-10T17:21:34.976',1.061,2.018,56.561,,,
'2015-01-10T17:21:34.984',1.501,2.045,56.073,,,
'2015-01-10T17:21:34.992',1.501,2.072,55.536,,,
'2015-01-10T17:21:35.000',1.501,2.099,54.998,,,
'2015-01-10T17:21:35.008',1.501,2.123,54.51,,,
'2015-01-10T17:21:35.016',0.88,2.148,53.924,,,
'2015-01-10T17:21:35.024',0.655,2.167,53.484,,,
'2015-01-10T17:21:35.032',0.595,2.184,52.996,,,
'2015-01-10T17:21:35.040',0.59,2.2,52.556,,,
'2015-01-10T17:21:35.048',0.595,2.213,52.117,,,
'2015-01-10T17:21:35.056',0.595,2.269,51.677,,,
'2015-01-10T17:21:35.064',0.59,2.344,51.237,,,
'2015-01-10T17:21:35.072',0.6,2.382,50.798,,,
'2015-01-10T17:21:35.080',0.595,2.398,50.309,,,
'2015-01-10T17:21:35.088',0.6,2.4,49.821,,,
'2015-01-10T17:21:35.096',0.6,2.394,49.284,,,
'2015-01-10T17:21:35.104',0.605,2.383,48.746,,,
'2015-01-10T17:21:35.112',0.6,2.368,48.258,,,
'2015-01-10T17:21:35.120',0.6,2.347,47.818,,,
'2015-01-10T17:21:35.128',0.605,2.326,47.379,,,
'2015-01-10T17:21:35.136',0.615,2.304,46.939,,,
'2015-01-10T17:21:35.144',0.625,2.281,46.548,,,
'2015-01-10T17:21:35.152',0.61,2.258,46.109,,,
'2015-01-10T17:21:35.160',0.625,2.238,45.62,,,
'2015-01-10T17:21:35.168',0.625,2.218,45.034,,,
'2015-01-10T17:21:35.176',0.62,2.197,44.497,,,
'2015-01-10T17:21:35.184',0.625,2.175,43.911,,,
'2015-01-10T17:21:35.192',0.62,2.152,43.373,,,
'2015-01-10T17:21:35.200',0.625,2.127,42.983,,,
'2015-01-10T17:21:35.208',0.64,2.103,42.983,,,
'2015-01-10T17:21:35.216',0.655,2.077,43.813,,,
'2015-01-10T17:21:35.224',0.685,2.058,46.06,,,
'2015-01-10T17:21:35.232',0.725,2.041,50.407,,,
'2015-01-10T17:21:35.240',0.775,2.023,57.099,,,
'2015-01-10T17:21:35.248',0.815,2.007,65.5,,,
'2015-01-10T17:21:35.256',0.865,1.989,74.536,,,
'2015-01-10T17:21:35.264',0.91,1.972,82.986,,,
